area_name,path,us_state,url,lnglat
45 Degree Wall,"Graveyard, The|45 Degree Wall",Illinois,https://www.mountainproject.com/area/109345928/45-degree-wall,"[-89.50903, 37.78206]"
Jackson Falls,Ice Climbing|Jackson Falls,Illinois,https://www.mountainproject.com/area/120334565/jackson-falls,"[-88.68263, 37.50814]"
G: Higher Education Area,Giant City State Park|C: Park Bouldering|A: Devils Standtable|G: Higher Education Area,Illinois,https://www.mountainproject.com/area/110079355/higher-education-area,"[-89.1901, 37.59875]"
F: Gill Wall,Giant City State Park|C: Park Bouldering|A: Devils Standtable|F: Gill Wall,Illinois,https://www.mountainproject.com/area/110057948/gill-wall,"[-89.19089, 37.59934]"
E: Waterfall Roof,Giant City State Park|C: Park Bouldering|A: Devils Standtable|E: Waterfall Roof,Illinois,https://www.mountainproject.com/area/110061458/waterfall-roof,"[-89.19024, 37.5992]"
D: Sloper Slab,Giant City State Park|C: Park Bouldering|A: Devils Standtable|D: Sloper Slab,Illinois,https://www.mountainproject.com/area/116147076/sloper-slab,"[-89.19112, 37.59944]"
C: Amphitheater Boulders,Giant City State Park|C: Park Bouldering|A: Devils Standtable|C: Amphitheater Boulders,Illinois,https://www.mountainproject.com/area/110091856/amphitheater-boulders,"[-89.19148, 37.59972]"
B: Superball Slab Boulder,Giant City State Park|C: Park Bouldering|A: Devils Standtable|B: Superball Slab Boulder,Illinois,https://www.mountainproject.com/area/110057989/superball-slab-boulder,"[-89.19316, 37.59945]"
A: Gill Roof,Giant City State Park|C: Park Bouldering|A: Devils Standtable|A: Gill Roof,Illinois,https://www.mountainproject.com/area/108562416/gill-roof,"[-89.19304, 37.60038]"
Giant City,Ice Climbing|Giant City,Illinois,https://www.mountainproject.com/area/120377817/giant-city,"[-89.20364, 37.62719]"
Chicago Ice Tower,Ice Climbing|Chicago Ice Tower,Illinois,https://www.mountainproject.com/area/116566932/chicago-ice-tower,"[-87.82056, 41.49194]"
C: Blue Elephant Area,Lehigh Park|C: Blue Elephant Area,Illinois,https://www.mountainproject.com/area/118064973/blue-elephant-area,"[-89.04979, 41.29862]"
B: Broken Bridge Area,Lehigh Park|B: Broken Bridge Area,Illinois,https://www.mountainproject.com/area/118065014/broken-bridge-area,"[-89.04675, 41.29844]"
A: Starting Area,Lehigh Park|A: Starting Area,Illinois,https://www.mountainproject.com/area/118064951/starting-area,"[-89.0426, 41.29838]"
Right Of Waterfall,Z: Closed Areas|Pistol|Right Of Waterfall,Illinois,https://www.mountainproject.com/area/116214506/right-of-waterfall,"[-90.26335, 38.35478]"
Left Of Waterfall,Z: Closed Areas|Pistol|Left Of Waterfall,Illinois,https://www.mountainproject.com/area/116214477/left-of-waterfall,"[-90.26339, 38.35438]"
Y: The Sinkhole,*The Holy Boulders|Y: The Sinkhole,Illinois,https://www.mountainproject.com/area/112296291/the-sinkhole,"[-89.40749, 37.61516]"
W: Bowfin Boulder,*The Holy Boulders|W: Bowfin Boulder,Illinois,https://www.mountainproject.com/area/112510408/bowfin-boulder,"[-89.41333, 37.61896]"
V: Open Gates Boulder,*The Holy Boulders|V: Open Gates Boulder,Illinois,https://www.mountainproject.com/area/110192011/open-gates-boulder,"[-89.41143, 37.61992]"
U: Vultures Nest Boulders,*The Holy Boulders|U: Vultures Nest Boulders,Illinois,https://www.mountainproject.com/area/108601176/vultures-nest-boulders,"[-89.41095, 37.61953]"
T: Brown Recluse Boulder,*The Holy Boulders|T: Brown Recluse Boulder,Illinois,https://www.mountainproject.com/area/108587347/brown-recluse-boulder,"[-89.41492, 37.61793]"
