area_name,path,us_state,url,lnglat
Lower Long Lake Boulders,Anchorage & South Central Alaska|Long Lake (Revised)|Lower Long Lake Boulders,Alaska,https://www.mountainproject.com/area/107171045/lower-long-lake-boulders,"[-149.8755, 61.2174]"
Seward Highway,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Seward Highway,Alaska,https://www.mountainproject.com/area/105909323/seward-highway,"[-149.64751, 61.0004]"
Portage,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Portage,Alaska,https://www.mountainproject.com/area/105955086/portage,"[-148.86087, 60.78424]"
"Snowbird Glacier, Talkeetna Mountains","Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Snowbird Glacier, Talkeetna Mountains",Alaska,https://www.mountainproject.com/area/106470514/snowbird-glacier-talkeetna-mountains,"[-149.8672, 61.2134]"
O'Malley Peak,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|O'Malley Peak,Alaska,https://www.mountainproject.com/area/113352632/omalley-peak,"[-149.58082, 61.10481]"
Nantina Point,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Nantina Point,Alaska,https://www.mountainproject.com/area/107943863/nantina-point,"[-149.8672, 61.2134]"
Poetry Boulder,Anchorage & South Central Alaska|Hatcher Pass|Reed Lakes Bouldering and Climbing|Reed Lakes Bouldering|Lower Reed Valley Bouldering|Snowbird Slab Talus|Poetry Boulder,Alaska,https://www.mountainproject.com/area/110651958/poetry-boulder,"[-149.18156, 61.82552]"
Mount Yukla,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Mount Yukla,Alaska,https://www.mountainproject.com/area/107799645/mount-yukla,"[-149.8672, 61.2134]"
Matanuska Glacier,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Matanuska Glacier,Alaska,https://www.mountainproject.com/area/106040546/matanuska-glacier,"[-147.75439, 61.7741]"
Knik Gorge,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Knik Gorge,Alaska,https://www.mountainproject.com/area/113587747/knik-gorge,"[-148.59035, 61.38413]"
Eklutna Canyon,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Eklutna Canyon,Alaska,https://www.mountainproject.com/area/105909785/eklutna-canyon,"[-149.3399, 61.3533]"
"Hobbit Boulder, The","Anchorage & South Central Alaska|Wookie Wall/Weiner Lake|Weiner Lake Bouldering|Hobbit Boulder, The",Alaska,https://www.mountainproject.com/area/114392284/the-hobbit-boulder,"[-148.16627, 61.81263]"
"Cave Area, The","Anchorage & South Central Alaska|Wookie Wall/Weiner Lake|Weiner Lake Bouldering|Cave Area, The",Alaska,https://www.mountainproject.com/area/114392124/the-cave-area,"[-148.16623, 61.81194]"
Bellicose Peak,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Bellicose Peak,Alaska,https://www.mountainproject.com/area/111128457/bellicose-peak,"[-149.03507, 61.24092]"
Beer Climbs,Anchorage & South Central Alaska|Anchorage & South Central Alaska Ice|Beer Climbs,Alaska,https://www.mountainproject.com/area/111518793/beer-climbs,"[-149.06039, 61.49586]"
Toghotili,Fairbanks and Vicinity|Toghotili,Alaska,https://www.mountainproject.com/area/120209151/toghotili,"[-148.85064, 63.47789]"
